"","eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","individual","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"587",197011010002,1970,11,1,NA,0,NA,217,"United States",1,"North America","California","Fresno",36.740685,-119.785734,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility",NA,"Fresno Guide Newspaper",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,0,0,NA,0,1,3,"Minor (likely < $1 million)",15000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"588",197011010003,1970,11,1,NA,0,NA,217,"United States",1,"North America","California","Fresno",36.740685,-119.785734,1,0,NA,NA,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,4,"Military",27,"Military Barracks/Base/Headquarters/Checkpost",NA,"Army Induction Center",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",20000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"589",197011010004,1970,11,1,NA,0,NA,217,"United States",1,"North America","Pennsylvania","New Castle",41.001845,-80.34724,1,0,"Outside of Rainbow Gardens Bar","11/1/1970: African American Ronald Mitchell was killed in a drive-by shooting by suspected White Racists in New Castle, Pennsylvania, United States.  His death sparked violent race riots throughout the city.",1,1,1,1,2,"Other Crime Type",0,1,0,2,"Armed Assault",NA,NA,NA,NA,14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Black person","Ronald Mitchell",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White extremists",NA,NA,NA,NA,NA,"Suspected motive was to intimidate the African American community of New Castle Pennsylvania.",0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",5,"Unknown Gun Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drive-by shooting.",1,1,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"This attack directly led to the outbreak of riots by the African American community of New Castle, Pennsylvania.","""Slaying Spurs Disorders,"" New York Times, November 2, 1970.","""Murder of Black Veteran Triggers New Castle Riot,"" New Pittsburg Courier, November 7, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","Hewitt Project",-9,-9,0,-9,NA
"590",197011010005,1970,11,1,NA,0,NA,217,"United States",1,"North America","Michigan","Ann Arbor",42.278044,-83.738224,1,0,NA,"11/1/1970: Unknown perpetrators firebombed a Navy R.O.T.C. vehicle at the University of Michigan in Ann Arbor, Michigan, United States.  There were no casualties and it is unknown if the vehicle was damaged.",1,1,1,1,2,"Other Crime Type",0,1,0,7,"Facility/Infrastructure Attack",NA,NA,NA,NA,4,"Military",28,"Military Recruiting Station/Academy","R.O.T.C.","Navy R.O.T.C. Vehicle, University of Michigan",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Student Radicals",NA,NA,NA,NA,NA,"To protest the R.O.T.C. program",0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Incendiary",19,"Molotov Cocktail/Petrol Bomb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firebomb",0,0,0,0,0,0,-9,4,"Unknown",NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",NA,"Hewitt Project",-9,-9,0,-9,NA
"591",197011020001,1970,11,2,NA,0,NA,11,"Argentina",3,"South America","Buenos Aires","Buenos Aires",-34.6037,-58.381503,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,2,"Armed Assault",NA,NA,NA,NA,14,"Private Citizens & Property",82,"Labor Union Related",NA,"Jockey Club",11,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montoneros (Argentina)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",2,"Automatic Weapon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automatic firearms",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",502500,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"592",197011020002,1970,11,2,NA,0,NA,11,"Argentina",3,"South America","Buenos Aires","Ensenada",-34.864823,-57.908519,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,2,"Armed Assault",NA,NA,NA,NA,14,"Private Citizens & Property",75,"Village/City/Town/Suburb",NA,"City",11,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montoneros (Argentina)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",2,"Automatic Weapon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automatic firearms",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",15000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"593",197011070001,1970,11,7,NA,0,NA,499,"East Germany (GDR)",9,"Eastern Europe",NA,"East Berlin",52.516667,13.4,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,15,"Religious Figures/Institutions",87,"Affiliated Institution",NA,"Jewish Community Center",75,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,1,1,NA
"594",197011070002,1970,11,7,NA,0,NA,217,"United States",1,"North America","Illinois","Cairo",37.005105,-89.176269,1,0,NA,"11/7/1970: Unknown perpetrators set fire to the Cairo Lumber Company in Cairo, Illinois, United States.  There were no casualties but the fire caused an estimated $100,000 in damages.  The lumber yard was owned by Robert Cunningham, the former leader of a White vigilante group.",1,1,1,0,NA,NA,0,1,0,7,"Facility/Infrastructure Attack",NA,NA,NA,NA,1,"Business",5,"Industrial/Textiles/Factory",NA,"Cairo Lumber Company",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black Nationalists",NA,NA,NA,NA,NA,"This incident, directed against the White community of Cairo, took place during a period of widespread racial disturbances",0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Incendiary",20,"Gasoline or Alcohol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kerosene and gasoline lit on fire",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",1e+05,"Lumber yard was destroyed",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Shortly after this attack, it is suspected that Wiley Anderson was shot and killed by White perpetrators (197011080001).  Robert Cunningham was the former leader of the vigilante group the White Hats.  At the time of the incident, he was the president of the United Citizens for Community Action.","""Soldier Shot and Lumberyard Burned in Illinois Racial Violence,"" New York Times, November 9, 1970.","""Cairo Plant Burns During Racial Clash,"" Washington Post, November 9, 1970.","Thomas F. Parker, ""Violence in the U.S.: Volume 2, 1968-71,"" Facts on File, Inc., 1974.","Hewitt Project",-9,-9,0,-9,NA
"595",197011070003,1970,11,7,NA,0,NA,217,"United States",1,"North America","Minnesota","Minneapolis",44.97399,-93.227728,1,0,NA,"11/7/1970: Unknown perpetrators ignited a fire in the Air Force Library located within the University of Minnesota Armory in Minneapolis, Minnesota, United States.  There were no casualties and the damages amounted to only $500.",1,1,1,0,NA,NA,0,1,0,7,"Facility/Infrastructure Attack",NA,NA,NA,NA,4,"Military",28,"Military Recruiting Station/Academy","University of Minnesota Armory","Air Force Library located in the University of Minnesota Armory",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Student Radicals",NA,NA,NA,NA,NA,"To protest the US military",0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Incendiary",18,"Arson/Fire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arson",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",500,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"The perpetrators cut a screen and entered the facility through a window.","""Fire Set at Armory at U. of Minnesota,"" Chicago Tribune, November 8, 1970.","""The Nation: 5,000 Postmasters to Be Chosen on Merits,"" Los Angeles Times, November 8, 1970.",NA,"Hewitt Project",-9,-9,0,-9,NA
"596",197011080001,1970,11,8,NA,0,NA,217,"United States",1,"North America","Illinois","Cairo",37.005105,-89.176269,1,0,NA,"11/8/1970: Shortly after a lumber yard owned by Robert Cunningham, a former leader of a White vigilante group in Cairo, Illinois, United States, was set on fire, Wiley Anderson, an African American, was shot four times as he was walking in the Pyramid Court Housing Projects in Cairo.  Leaders of Cairo's African American community believed that Anderson was shot by White snipers firing indiscriminately into the predominantly Black housing projects.  Anderson died from his wounds two weeks later.",1,1,1,1,2,"Other Crime Type",0,1,0,2,"Armed Assault",NA,NA,NA,NA,14,"Private Citizens & Property",71,"Race/Ethnicity Identified","African Americans","African Americans walking in the Pyramid Court Housing Project in Cairo Illinois",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White extremists",NA,NA,NA,NA,NA,"To kill African Americans",0,NA,NA,0,-99,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",5,"Unknown Gun Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"This incident occurred a short time after the lumber yard of Cairo Illinois was set on fire (197011070002).  Wiley Anderson was a sergeant on leave from the army.  Members of the United Front, an organization directing an African American boycott of White owned business in Cairo, believed that the sniper fire was coming from two different directions.  The United Front also stated that Walter Garrett, who was walking with Wiley Anderson at the time, was also shot.  However, the police dispute this claim.  The FBI stated that there was no evidence that any federal statutes were violated and the police were unsure who shot Wiley Anderson.","""Cairo Plant Burns During Racial Clash,"" Washington Post, November 9, 1970.","""Panther Trial Judge Reverses Ruling, Allows Tapes,"" Washington Post, December 1, 1970.","""Cairo Disturbances,"" Reading Eagle, November 9, 1970.","Hewitt Project",-9,-9,0,-9,NA
"597",197011090001,1970,11,9,NA,0,NA,362,"West Germany (FRG)",8,"Western Europe","Hesse","Frankfurt",50.111445,8.680615,1,0,NA,NA,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,2,"Armed Assault",NA,NA,NA,NA,4,"Military",35,"Military Transportation/Vehicle (excluding convoys)",NA,"5 U.S. Army vehicles",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baader-Meinhof Group",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Incendiary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incendiary",0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",1,1,1,1,NA
"598",197011100001,1970,11,10,NA,0,NA,209,"Turkey",10,"Middle East & North Africa","Ankara","Ankara",39.918392,32.865597,1,0,NA,NA,1,1,1,-9,NA,NA,0,1,0,7,"Facility/Infrastructure Attack",NA,NA,NA,NA,6,"Airports & Aircraft",43,"Airline Officer/Personnel",NA,"Pan Am Office",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Incendiary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Incendiary",0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,1,1,NA
"599",197011120002,1970,11,12,NA,0,NA,217,"United States",1,"North America","Illinois","Chicago",41.88415,-87.632409,1,0,NA,"11/12/1970: An unknown perpetrator, described as long-haired and bearded, threw three firebombs at the West Side Selective Service office in Chicago, Illinois, United States.  There were no casualties but one of the firebombs smashed through the window causing minor damage to the building.",1,1,1,0,NA,NA,0,1,0,7,"Facility/Infrastructure Attack",NA,NA,NA,NA,2,"Government (General)",21,"Government Building/Facility/Office","Selective Service","West Side Selective Service Office, Chicago Illinois",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left-Wing Militants",NA,NA,NA,NA,NA,"Protest and sabotage the draft",0,NA,NA,0,1,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Incendiary",20,"Gasoline or Alcohol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Three brown bottles containing an unknown substance thrown at the building",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Minor damage to the office",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"One of the firebombs exploded at the rear of the building.","""Draft Office Fire Bombed,"" New York Times, November 13, 1970.","""Draft Office Is Firebombed In Chicago,"" Washington Post, November 13, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Hewitt Project",-9,-9,0,-9,NA
"600",197011140001,1970,11,14,NA,0,NA,217,"United States",1,"North America","Puerto Rico","San Juan",18.46617,-66.106654,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",8,"Hotel/Resort",NA,"Hotel",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Armed Commandos of Liberation",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",2000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"601",197011140002,1970,11,14,NA,0,NA,217,"United States",1,"North America","Puerto Rico","San Juan",18.46617,-66.106654,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",8,"Hotel/Resort",NA,"Hotel",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Armed Commandos of Liberation",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",1500,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"602",197011140003,1970,11,14,NA,0,NA,217,"United States",1,"North America","Puerto Rico","San Juan",18.46617,-66.106654,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",8,"Hotel/Resort",NA,"Hotel",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Armed Commandos of Liberation",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",2000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"603",197011140004,1970,11,14,NA,0,NA,217,"United States",1,"North America","Puerto Rico","San Juan",18.46617,-66.106654,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",8,"Hotel/Resort",NA,"Hotel",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Armed Commandos of Liberation",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",3000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"604",197011150001,1970,11,15,NA,0,NA,11,"Argentina",3,"South America","Buenos Aires","Buenos Aires",-34.6037,-58.381503,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,1,"Assassination",NA,NA,NA,NA,3,"Police",25,"Police Security Forces/Officers","City of Buenos Aires","Deputy Police Chief for Political Affairs, Osvaldo Sandoval",11,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentine Liberation Front (FAL)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",2,"Automatic Weapon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automatic firearm",1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,0,0,0,NA
"605",197011150002,1970,11,15,NA,0,NA,217,"United States",1,"North America","Florida","St. Petersburg",27.771185,-82.639319,1,0,"22nd Avenue S","11/15/1970: Police Officers John B. Horton and George A. Gatchel were beat up by African Americans in St. Petersburg, Florida, United States.  A car driving erratically was used to lure a police patrol car to a parking lot.  When Officers Horton and Gatchel got out of their car, two vehicles filled with ten to fifteen people sped into the lot.  Armed with rocks, bottles, plywood, and sticks the men got out of the car and injured both police officers.  The St. Petersburg Chief of Police  believed that the perpetrators were inspired by the many assaults on policemen by ""revolutionary extremists"" throughout the United States.",1,1,1,0,NA,NA,0,1,0,8,"Unarmed Assault",NA,NA,NA,NA,3,"Police",25,"Police Security Forces/Officers","St. Petersburg Police Department","Indiscriminate St. Petersburg Police Officers",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black Nationalists",NA,NA,NA,NA,NA,"To injure police",0,NA,NA,0,12,-99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Melee",21,"Blunt Object",9,"Melee",22,"Hands, Feet, Fists",NA,NA,NA,NA,NA,NA,NA,NA,"Fist, feet, rocks, bottles, sticks, and two-by-two piece of plywood",0,0,0,2,2,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Both officers received injuries to their faces.  Officer Horton required thirteen stitches and officer Gatchel required eight stitches.  Three days later, a White revolutionary firebombed a police car in St. Petersburg and stated his support for the ""Black brothers"" who beat up the police officers (197011180001).","Guy Kovner, ""2 Policemen Are Beaten,"" St. Petersburg, November 18, 1970.","Mike Foley, ""3 Arrested At Scene, 2 Policemen Beaten,"" Evening Independent, November 16, 1970.","""Two Men Plead Innocent,"" St. Petersburg, November 21, 1970.","Hewitt Project",-9,-9,0,-9,NA
"606",197011160002,1970,11,16,NA,0,NA,603,"United Kingdom",8,"Western Europe","Northern Ireland","Belfast",54.597269,-5.930109,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,2,"Armed Assault",NA,NA,NA,NA,14,"Private Citizens & Property",69,"Religion Identified","alleged criminals","Arthur McKenna, 35 and Alexander McVicker, 35, Catholics",233,"Northern Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irish Republican Army (IRA)",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",5,"Unknown Gun Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firearm",2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAIN",0,0,1,1,NA
"607",197011180001,1970,11,18,NA,0,NA,217,"United States",1,"North America","Florida","St. Petersburg",27.807403,-82.689767,1,0,"3901 41st Street North","11/18/1970: Self-proclaimed White Revolutionaries threw a firebomb at Officer Bill Detterline's parked police vehicle at his house in St. Petersburg, Florida, United States.  There were no casualties but the police cruiser was destroyed.  The perpetrators left a note saying that they were showing support for their ""Black brothers"" in their struggles against the police and that ""a revolution has started in the sunshine city."" Three days earlier, a group of African Americans attacked two St. Petersburg police officers.",1,1,1,0,NA,NA,0,1,0,7,"Facility/Infrastructure Attack",NA,NA,NA,NA,3,"Police",23,"Police Patrol (including vehicles and convoys)","St. Petersburg Police Department","St. Petersburg Police Vehicle",217,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left-Wing Militants",NA,NA,NA,NA,NA,"To fight the oppression of African Americans, to attack to police, and to instigate a revolution",0,NA,NA,0,-99,-99,1,5,"Note left at scene",NA,NA,NA,NA,NA,NA,NA,8,"Incendiary",19,"Molotov Cocktail/Petrol Bomb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firebomb thrown from a car",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Officer Detterline's police car was destroyed",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"The perpetrators threw a brick attached with a note at the scene listing their revolutionary motivations for the attack.  The note also referenced the attack on the two policemen three days earlier (197011150002).  The note was signed ""Mongoose.""  Police believed that Mongoose could have been John Allen Brown, the individual who placed a bomb in the St. Petersburg area four day later (197011220002).","""'White Revolutionaries' Fire Bomb Police Car,"" Sarasota Herald-Tribune, November 18, 1970.","Bill Watson, ""Police Car Set Afire,"" Evening Independent, November 18, 1970.","""Bomb Plant Probed,"" Evening Independent, November 23, 1970.","Hewitt Project",-9,-9,0,-9,NA
